Indnum,Activity,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
790,use of dishwasher,,23,,1,,,,,,,,
790,use of clothes washer,2,42,,,,,,,,,,
790,use of clothes dryer,4,12,,,,,,,,,1,
790,use of cooking range,,,,,,,,,,,1,
790,use of  oven,12,37,,,,,,,,,1,
790,use of self-clean feature of electric oven,4,12,,,,,,,,,,
790,Small kitchen appliance in the home,,,,,,,,,,,,
790,TV/computer use,60,27,,,,1,,,,,,
790,air travel - large plane,3403,42,,,,,,,,,,1
790,air travel - small  plane (<50 seats),,,,,,,1,,,,,
790,car trips- self only,336,49,,,,,1,,,,,
790,car trips - driver and self,11,32,,,,,1,,,,,
790,car trips - 2+ people with multiple end points,25,,,,,,1,,,,,
790,trips using public ground transportation,14,52,,,,,,,,,,
790,bags of garbage disposed,20,49,,,,,,,,,,
790,bags of recycling deposited (negative CF),,,,,,,,,,,,
790,bags of compost deposited (negative CF),,,,,,,,,,,,
790,hazardous or electric items disposed,,,,,,,,,,,,
790,large items disposed,1,20,,,,,,,,,,
791,Household heating => 70F,6,82,,,,,,1,,,,
791,Household heating < 70F,6,80,,,,,,1,,,,
791,Use of heat pump,,52,,,,,,,,,,
791,Use of air conditioner,21,45,,,,,,,,,,
791,shower - short,6,91,,,,,,,,,,
791,shower - long (> 3 min),23,76,,,,,,,,,,
791,bath,,9,,,,,,,,,,
791,wash-up,33,36,,,,,,,,,,
791,use of dishwasher,,21,,,,,,,,,,
791,use of clothes washer,8,36,,,,,,,,,,
791,use of clothes dryer,4,13,,,,,,,,,,
791,use of cooking range,,,,,,1,,,,,,
791,use of  oven,10,33,1,,,,1,,,,,
791,use of self-clean feature of electric oven,3,19,,,,,,,,,,
791,Small kitchen appliance in the home,62,,,,,,,,,,,
791,TV/computer use,63,28,,,,1,,,,,,
791,air travel - large plane,3060,50,,,,,,,,,,
791,air travel - small  plane (<50 seats),,,,,,,,,,,,
791,car trips- self only,307,42,,,,,1,,,,,
791,car trips - driver and self,19,20,,,,,1,,,,,
791,car trips - 2+ people with multiple end points,19,,,,,,1,,,,,
791,trips using public ground transportation,15,62,,,,,,,,,,
791,bags of garbage disposed,20,48,,,,,,,,,,
791,bags of recycling deposited (negative CF),,,,,,,,,,,,
791,bags of compost deposited (negative CF),,,,,,,,,,,,
791,hazardous or electric items disposed,,,,,,,,,,,,
791,large items disposed,2,13,,,,,,,,,,
792,Household heating => 70F,9,75,,,,,,1,,,,
792,Household heating < 70F,5,69,,,,,,1,,,,
792,Use of heat pump,,41,,,,,,,,,,
792,Use of air conditioner,14,54,,,1,1,,,,,,
792,shower - short,4,93,1,,1,,,,,,,
792,shower - long (> 3 min),37,85,,,,,,,,,,
792,bath,,10,,,,,,,,,,
792,wash-up,36,38,,,,,,,,,,
792,use of dishwasher,,24,,,,,,,,,,
792,use of clothes washer,7,47,,,,,,,,,,
792,use of clothes dryer,2,18,,,,,,,,,1,
792,use of cooking range,,,,,,,,,,,1,
792,use of  oven,9,40,,,,,,,,,1,
792,use of self-clean feature of electric oven,4,16,,,,,,,,,,
792,Small kitchen appliance in the home,,,,,,,,,,,,
792,TV/computer use,64,25,,,,,,,,,,
792,air travel - large plane,2694,46,,,,,,,,,,
792,air travel - small  plane (<50 seats),,,,,,,,,,,,
792,car trips- self only,385,49,,,,,1,,,,,
792,car trips - driver and self,14,33,,,,,1,,,,,
792,car trips - 2+ people with multiple end points,13,,,,,,1,,,,,
792,trips using public ground transportation,14,45,,,,,,,,,,
792,bags of garbage disposed,28,49,,,,,,,,,,
792,bags of recycling deposited (negative CF),,,,,,,,,,,,
792,bags of compost deposited (negative CF),,,,,,,,,,,,
792,hazardous or electric items disposed,,,,,,,,,,,,
792,large items disposed,,12,,,,,,,,,,
793,Household heating => 70F,9,82,,,,,,1,,,,
793,Household heating < 70F,5,64,,,,,1,1,,,,
793,Use of heat pump,,46,,,,,,,,,,
793,Use of air conditioner,17,44,,,,,,,,,,
793,shower - short,3,93,,1,,,,,,,,
793,shower - long (> 3 min),38,89,,,,,,,,,,
793,bath,,15,1,,,1,,,,,,
793,wash-up,40,37,,,,,,,,,,
793,use of dishwasher,10,25,,,,,,,,,,
793,use of clothes washer,4,30,,,,,,,,,,
793,use of clothes dryer,4,19,,,,,,,,,,
793,use of cooking range,,,,,,,,,,,,
793,use of  oven,11,31,,,,,,,,,,
793,use of self-clean feature of electric oven,3,18,1,,,,,,,,,
793,Small kitchen appliance in the home,,,,,,,,,,,,
793,TV/computer use,62,25,,1,,,,,,,,
793,air travel - large plane,3897,47,,,,,,,,,,
793,air travel - small  plane (<50 seats),,,,,,,,,,,,1
793,car trips- self only,277,60,,,,,1,,,,,
793,car trips - driver and self,26,26,,,,,1,,,,,
793,car trips - 2+ people with multiple end points,17,,,,,,1,,,,,
793,trips using public ground transportation,15,59,,,,,,,,,,
793,bags of garbage disposed,18,51,,,,,,,,,,
793,bags of recycling deposited (negative CF),,,,,,,,,,,,
793,bags of compost deposited (negative CF),,,,,,,,,,,,
793,hazardous or electric items disposed,,,,,,,,,,,,
793,large items disposed,2,13,,,,,,,,,,
794,Household heating => 70F,10,82,,,,,,1,,,,
794,Household heating < 70F,6,75,,1,,,,1,,,,
794,Use of heat pump,,50,,,,,,,,,,
794,Use of air conditioner,12,44,,,1,,,,,,,
794,shower - short,8,90,,,,,,,,,,
794,shower - long (> 3 min),34,81,,,,,,,,,,
794,bath,,9,,,,,,,,,,
794,wash-up,44,33,,,,,,,,,,
794,use of dishwasher,,23,,,,,,,,,,
794,use of clothes washer,8,35,1,,,,1,,,,,
794,use of clothes dryer,4,19,,,,,,,,,1,
794,use of cooking range,,,,,,,,,,,1,
794,use of  oven,12,33,,,,,,,,,1,
794,use of self-clean feature of electric oven,4,16,,,,,,,,,,
794,Small kitchen appliance in the home,,,,,,,,,,,,
794,TV/computer use,60,31,,,,,,,,,,
794,air travel - large plane,3086,41,,,,,,,,,,
794,air travel - small  plane (<50 seats),,,,,,,,,,,,
794,car trips- self only,317,48,,,,,1,,,,,
794,car trips - driver and self,22,26,,,,,1,,,,,
794,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
794,trips using public ground transportation,14,61,,,,,,,,,,
794,bags of garbage disposed,24,51,,,,,,,,,,
794,bags of recycling deposited (negative CF),,,,,,,,,,,,
794,bags of compost deposited (negative CF),,,,,,,,,,,,
794,hazardous or electric items disposed,,,,,,,,,,,,
794,large items disposed,,15,,,,,,,,,,
795,Household heating => 70F,1,82,,,,,,1,,,,
795,Household heating < 70F,6,64,,1,,,,1,,,,
795,Use of heat pump,-4,40,,,,,,,,,,
795,Use of air conditioner,24,56,,,,,,,,,,
795,shower - short,7,86,,,,,,,,,,
795,shower - long (> 3 min),18,80,,,,,,,,,,
795,bath,,17,,,,,,,,,,
795,wash-up,47,33,,,,,,,,,,
795,use of dishwasher,,20,,,,,,,,,,
795,use of clothes washer,4,37,,,,,,,,,,
795,use of clothes dryer,2,15,,,,,,,,,,
795,use of cooking range,,,,,,,,,,,,
795,use of  oven,10,38,,,,,,,,,,
795,use of self-clean feature of electric oven,2,12,1,,,,,,,,,
795,Small kitchen appliance in the home,,,,,,,,,,,,
795,TV/computer use,58,25,,,,,,,,,,
795,air travel - large plane,3052,44,,,,,,,,,,
795,air travel - small  plane (<50 seats),,,,,,,,,,,,
795,car trips- self only,341,44,,,,,1,,,,,
795,car trips - driver and self,30,23,,,,,1,,,,,
795,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
795,trips using public ground transportation,17,59,,,,,,,,,,
795,bags of garbage disposed,23,48,,,,,,,,,,
795,bags of recycling deposited (negative CF),,,,,,,,,,,,
795,bags of compost deposited (negative CF),,,,,,,,,,,,
795,hazardous or electric items disposed,,,,,,,,,,,,
795,large items disposed,,20,,,,,,,,,,
796,Household heating => 70F,3,68,,,,1,,1,1,,,
796,Household heating < 70F,9,69,,,,1,,1,,,,
796,Use of heat pump,,53,,,,,,,,,,
796,Use of air conditioner,20,41,,,,,,,,,,
796,shower - short,4,98,,,,,,,,,,
796,shower - long (> 3 min),35,79,,1,,,,,,,,
796,bath,,10,,,,,,,,,,
796,wash-up,49,39,,,,,,,,,,
796,use of dishwasher,,25,,,,,,,,,,
796,use of clothes washer,6,47,,,,,,,,,,
796,use of clothes dryer,2,12,,,,,,,,,1,
796,use of cooking range,,,,,,,,,,,1,
796,use of  oven,8,39,,,,,,,,,1,
796,use of self-clean feature of electric oven,4,16,,,,,,,,,,
796,Small kitchen appliance in the home,,,,,,,,,,,,
796,TV/computer use,63,28,,1,,1,,,,,,
796,air travel - large plane,3571,46,,,,,,,,,,
796,air travel - small  plane (<50 seats),,,,,,,,,,,,
796,car trips- self only,463,49,,,,,1,,,,,
796,car trips - driver and self,15,27,,,,,1,,,,,
796,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
796,trips using public ground transportation,14,47,,,,,,,,,,
796,bags of garbage disposed,26,45,,,,,,,,,,
796,bags of recycling deposited (negative CF),,,,,,,,,,,,
796,bags of compost deposited (negative CF),,,,,,,,,,,,
796,hazardous or electric items disposed,,,,,,,,,,,,
796,large items disposed,2,13,,,,,,,,,,
797,Household heating => 70F,9,72,,,,,,1,,,,
797,Household heating < 70F,1,73,,,1,,,1,,,,
797,Use of heat pump,,41,,,,,,,,,,
797,Use of air conditioner,12,54,,,,,,,,,,
797,shower - short,8,90,,,,,,,,1,,
797,shower - long (> 3 min),38,80,,,,,,,,,,
797,bath,,20,,,,,,,,,,
797,wash-up,54,43,,,,,,,,,,
797,use of dishwasher,,21,,,,,,,,,,
797,use of clothes washer,6,32,,,,,,,,,,
797,use of clothes dryer,3,20,,1,,,,,,,,
797,use of cooking range,,,,,,,,,,,,
797,use of  oven,11,41,,,,,,,,,,
797,use of self-clean feature of electric oven,2,15,,,,,,,,,,
797,Small kitchen appliance in the home,,,,,,,,,,,,
797,TV/computer use,61,31,,,,,,,,,,
797,air travel - large plane,2078,49,,,,,,,,,,
797,air travel - small  plane (<50 seats),,,,,,,,,,,,
797,car trips- self only,295,47,,,,,1,,,,,
797,car trips - driver and self,26,32,,,,,1,,,,,
797,car trips - 2+ people with multiple end points,15,,,,,,1,,,,,
797,trips using public ground transportation,16,61,,,,,,,,,,
797,bags of garbage disposed,19,47,,,,,,,,,,
797,bags of recycling deposited (negative CF),5,10,,,,,,,,,,
797,bags of compost deposited (negative CF),,,,,,,,,,,,
797,hazardous or electric items disposed,,,,,,,,,,,,
797,large items disposed,2,14,,,,,,,,,,
798,Household heating => 70F,2,86,,,1,,,1,,,,
798,Household heating < 70F,10,87,,,,,,1,1,,,
798,Use of heat pump,,49,,1,,,,,,,,
798,Use of air conditioner,14,38,,,,1,,,,,,
798,shower - short,6,90,,1,,,,,,,,
798,shower - long (> 3 min),20,92,,,,,,,,,,
798,bath,,15,,,,,,,,,,
798,wash-up,41,25,,,,,,,,,,
798,use of dishwasher,,25,,,,,,,,,,
798,use of clothes washer,6,48,,,,,,,,,,
798,use of clothes dryer,1,19,,,,,,,,,1,
798,use of cooking range,,,,,,,,,,,1,
798,use of  oven,11,40,,,,,,,,,1,
798,use of self-clean feature of electric oven,1,14,,,,,,,,,,
798,Small kitchen appliance in the home,,,,,,,,,,,,
798,TV/computer use,64,29,,,,,,,,,,
798,air travel - large plane,3844,48,,,,,,,,,,
798,air travel - small  plane (<50 seats),,,,,,,,,,,,
798,car trips- self only,260,54,,,,,1,,,,,
798,car trips - driver and self,38,38,,,,,1,,,,,
798,car trips - 2+ people with multiple end points,29,,,,,,1,,,,,
798,trips using public ground transportation,13,54,,,,,,,,,,
798,bags of garbage disposed,25,44,,,,,,,,,,
798,bags of recycling deposited (negative CF),,,,,,,,,,,,
798,bags of compost deposited (negative CF),,,,,,,,,,,,
798,hazardous or electric items disposed,,,,,,,,,,,,
798,large items disposed,1,17,,,,,,,,,,
799,Household heating => 70F,6,87,,,,1,,1,,,,
799,Household heating < 70F,2,90,,,,,,1,,,,
799,Use of heat pump,,43,,,,,,,,,,
799,Use of air conditioner,30,52,,,,,,,,,,
799,shower - short,8,98,,,,,,,,,,
799,shower - long (> 3 min),10,89,,,,,,,,,,
799,bath,,11,,,,,,,,,,
799,wash-up,37,41,,,,,,,,,,
799,use of dishwasher,,19,,,,,,,,,,
799,use of clothes washer,2,42,1,,,,,,,,,
799,use of clothes dryer,2,12,,,,,,,,,,
799,use of cooking range,,,,,,,,,,,,
799,use of  oven,10,33,,,,,,,,,,
799,use of self-clean feature of electric oven,3,18,,,,,,,,,,
799,Small kitchen appliance in the home,,,,,,,,,,,,
799,TV/computer use,64,31,,1,,,,,,,,
799,air travel - large plane,3838,44,,,,,,,,,,
799,air travel - small  plane (<50 seats),,,,,,,,,,,,
799,car trips- self only,456,42,,,,,1,,,,,
799,car trips - driver and self,30,37,,,,,1,,,,,
799,car trips - 2+ people with multiple end points,19,,,,,,1,,,,,
799,trips using public ground transportation,17,61,,,,,,,,,,
799,bags of garbage disposed,18,51,,,,,,,,,,
799,bags of recycling deposited (negative CF),,,,,,,,,,,,
799,bags of compost deposited (negative CF),,,,,,,,,,,,
799,hazardous or electric items disposed,,,,,,,,,,,,
799,large items disposed,1,16,,,,,,,,,,
800,Household heating => 70F,1,70,1,,,1,,1,,,,
800,Household heating < 70F,5,70,,,,,,1,,,,
800,Use of heat pump,,53,,,,,,,,,,
800,Use of air conditioner,31,50,,,1,,,,,,,
800,shower - short,4,86,,,,,,,,,,
800,shower - long (> 3 min),32,85,,,1,,,,,,,
800,bath,,21,,,,,,,,,,
800,wash-up,52,30,,,1,,,,,,,
800,use of dishwasher,,25,,,,,,,,1,,
800,use of clothes washer,2,29,1,,,,,,,,,
800,use of clothes dryer,3,18,,,,,,,,,1,
800,use of cooking range,,,,,,,,,,,1,
800,use of  oven,8,33,,,,,,,,,1,
800,use of self-clean feature of electric oven,1,15,,,,,,,,,,
800,Small kitchen appliance in the home,,,,,,,,,,,,
800,TV/computer use,62,22,,,,,,,,,,
800,air travel - large plane,2289,45,,,,,,,,,,
800,air travel - small  plane (<50 seats),,,,,,,,,,,,
800,car trips- self only,283,58,,,,,1,,,,,
800,car trips - driver and self,27,27,,,,,1,,,,,
800,car trips - 2+ people with multiple end points,21,,,,,,1,,,,,
800,trips using public ground transportation,13,45,,,,,,,,,,
800,bags of garbage disposed,18,46,,,,,,,,,,
800,bags of recycling deposited (negative CF),,,,,,,,,,,,
800,bags of compost deposited (negative CF),,,,,,,,,,,,
800,hazardous or electric items disposed,,,,,,,,,,,,
800,large items disposed,,13,,,,,,,,,,
801,Household heating => 70F,1,82,,,,,,1,,,,
801,Household heating < 70F,3,73,,,,,,1,,,,
801,Use of heat pump,,49,,,,,,,,,,
801,Use of air conditioner,15,56,,,,,,,,,,
801,shower - short,8,97,,,1,,,,,,,
801,shower - long (> 3 min),17,75,1,,,,,,,,,
801,bath,,21,,,,,1,,,,,
801,wash-up,43,38,,,,,,,,,,
801,use of dishwasher,,24,,,,,,,,,,
801,use of clothes washer,8,34,,,,,,,,,,
801,use of clothes dryer,4,19,,,,,,,,,,
801,use of cooking range,,,,,,,,,,,,
801,use of  oven,9,35,,,,,,,,,,
801,use of self-clean feature of electric oven,3,13,,,,,,,,,,
801,Small kitchen appliance in the home,,,,,,,,,,,,
801,TV/computer use,64,22,1,,,,,,,,,
801,air travel - large plane,3763,51,,,,,,,,,,
801,air travel - small  plane (<50 seats),,,,,,,,,,,,
801,car trips- self only,418,47,,,,,1,,,,,
801,car trips - driver and self,10,35,,,,,1,,,,,
801,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
801,trips using public ground transportation,13,56,,,,,,,,,,
801,bags of garbage disposed,20,42,,,,,,,,,,
801,bags of recycling deposited (negative CF),,,,,,,,,,,,
801,bags of compost deposited (negative CF),,,,,,,,,,,,
801,hazardous or electric items disposed,,,,,,,,,,,,
801,large items disposed,1,13,,,,,,,,,,
802,Household heating => 70F,4,75,,1,,,,1,,,,
802,Household heating < 70F,3,62,,,,1,,1,,,,
802,Use of heat pump,,42,,,,,,,,,,
802,Use of air conditioner,12,52,,,,1,,,,,,
802,shower - short,5,92,,1,,,,,,,,
802,shower - long (> 3 min),32,84,,,,,,,,,,
802,bath,,17,,,,,,,,,,
802,wash-up,40,29,,,,,1,,,,,
802,use of dishwasher,14,21,,,,,,,1,,,
802,use of clothes washer,2,32,,,,,,,,,,
802,use of clothes dryer,1,12,,,,,1,,,,1,
802,use of cooking range,,,,,,,,,,,1,
802,use of  oven,11,39,,,,,1,,,,1,
802,use of self-clean feature of electric oven,3,15,1,,,,,,,,,
802,Small kitchen appliance in the home,,,,,,,,,,,,
802,TV/computer use,64,29,,,,,,,,,,
802,air travel - large plane,3411,42,,,,,,,,,,
802,air travel - small  plane (<50 seats),,,,,,,,,,,,
802,car trips- self only,307,50,,,,,1,,,,,
802,car trips - driver and self,28,33,,,,,1,,,,,
802,car trips - 2+ people with multiple end points,14,,,,,,1,,,,,
802,trips using public ground transportation,19,61,,,,,,,,,,
802,bags of garbage disposed,19,41,,,,,,,,,,
802,bags of recycling deposited (negative CF),,,,,,,,,,,,
802,bags of compost deposited (negative CF),,,,,,,,,,,,
802,hazardous or electric items disposed,,,,,,,,,,,,
802,large items disposed,2,20,,,,,,,,,,
803,Household heating => 70F,6,74,,1,,,,1,,,,
803,Household heating < 70F,6,85,,,1,,,1,,,,
803,Use of heat pump,,42,,,,,1,,,,,
803,Use of air conditioner,32,45,,,,,,,,,,
803,shower - short,4,82,,,,,,,,,,
803,shower - long (> 3 min),21,79,1,,,,,,,,,
803,bath,,17,,,,,,,,,,
803,wash-up,53,28,,,,,,,,,,
803,use of dishwasher,,23,,,,,,,,,,
803,use of clothes washer,7,46,,,,,,,,,,
803,use of clothes dryer,2,15,,,,,,,,,,
803,use of cooking range,10,,,,,,,,,1,,
803,use of  oven,8,37,,,,,,,,,,
803,use of self-clean feature of electric oven,3,15,,,,,,,,,,
803,Small kitchen appliance in the home,,,,,,,,,,,,
803,TV/computer use,62,23,,,,,,,,,,
803,air travel - large plane,3195,42,,,,,,,,,,
803,air travel - small  plane (<50 seats),,,,,,,,,,,,1
803,car trips- self only,369,48,,,,,1,,,,,
803,car trips - driver and self,36,34,,,,,1,,,,,
803,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
803,trips using public ground transportation,12,59,,,,,,,,,,
803,bags of garbage disposed,27,48,,,,,,,,,,
803,bags of recycling deposited (negative CF),,,,,,,,,,,,
803,bags of compost deposited (negative CF),,,,,,,,,,,,
803,hazardous or electric items disposed,,,,,,,,,,,,
803,large items disposed,2,13,,,,,,,,,,
804,Household heating => 70F,5,60,,,,,,1,,,,
804,Household heating < 70F,10,73,,,,,,1,,,,
804,Use of heat pump,,55,,,,,,,,,,
804,Use of air conditioner,26,41,,,,,,,1,,,
804,shower - short,3,91,,,,,,,,,,
804,shower - long (> 3 min),14,85,1,,,1,,,,,,
804,bath,,14,,,,,,,,,,
804,wash-up,45,28,,,,,,,,,,
804,use of dishwasher,,20,1,,,,,,,,,
804,use of clothes washer,2,41,,,,,,,,,,
804,use of clothes dryer,2,18,,,,,,,,,1,
804,use of cooking range,,,,,,,,,,,1,
804,use of  oven,12,33,,,,,,,,,1,
804,use of self-clean feature of electric oven,3,20,,,,,,,,,,
804,Small kitchen appliance in the home,,,,,,,,,,,,
804,TV/computer use,64,30,,,,,,,,1,,
804,air travel - large plane,3719,41,,,,,,,,,,
804,air travel - small  plane (<50 seats),,,,,,,,,,,,1
804,car trips- self only,284,58,,,,,1,,,,,
804,car trips - driver and self,25,21,,,,,1,,,,,
804,car trips - 2+ people with multiple end points,11,,,,,,1,,,,,
804,trips using public ground transportation,16,48,,,,,,,,,,
804,bags of garbage disposed,24,44,,,,,,,,,,
804,bags of recycling deposited (negative CF),,,,,,,,,,,,
804,bags of compost deposited (negative CF),,,,,,,,,,,,
804,hazardous or electric items disposed,,,,,,,,,,,,
804,large items disposed,1,19,,,,,,,,,,
805,Household heating => 70F,1,74,,,,,,1,,,,
805,Household heating < 70F,10,65,,,,,,1,1,,,
805,Use of heat pump,,42,,,,,,,,,,
805,Use of air conditioner,12,56,,,,,,,,,,
805,shower - short,3,98,1,,1,,,,,,,
805,shower - long (> 3 min),35,88,,,,,,,,,,
805,bath,,12,,,,,,,,,,
805,wash-up,40,24,,,1,,,,,,,
805,use of dishwasher,,23,,,,,,,,,,
805,use of clothes washer,2,46,,,,,,,,,,
805,use of clothes dryer,4,11,,,,,,,,,,
805,use of cooking range,,,,,,,,,,,,
805,use of  oven,10,33,1,,1,,,,,,,
805,use of self-clean feature of electric oven,4,19,,1,,,,,,,,
805,Small kitchen appliance in the home,,,,,,,,,,,,
805,TV/computer use,58,27,,,,,,,,,,
805,air travel - large plane,3396,43,,,,,,,,,,1
805,air travel - small  plane (<50 seats),,,,,,,,,,,,
805,car trips- self only,298,47,,,,,1,,,,,
805,car trips - driver and self,15,30,,,,,1,,,,,
805,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
805,trips using public ground transportation,15,56,,,,,,,,,,
805,bags of garbage disposed,20,46,,,,,,,,,,
805,bags of recycling deposited (negative CF),,,,,,,,,,,,
805,bags of compost deposited (negative CF),,,,,,,,,,,,
805,hazardous or electric items disposed,,,,,,,,,,,,
805,large items disposed,2,20,,,,,,,,,,
806,Household heating => 70F,5,91,,,,,,1,,,,
806,Household heating < 70F,8,69,,,,,,1,,,,
806,Use of heat pump,,53,,,,,,,,,,
806,Use of air conditioner,32,58,,,,,,,,,,
806,shower - short,4,85,,,,,,,,,,
806,shower - long (> 3 min),34,77,,,,,,,,,,
806,bath,,17,,,,,,,,,,
806,wash-up,32,43,,,,,,,,,,
806,use of dishwasher,,23,,,,,,,,,,
806,use of clothes washer,3,39,,,1,,,,,,,
806,use of clothes dryer,3,17,,,,,,,,,1,
806,use of cooking range,,,,,,,,,,,1,
806,use of  oven,10,36,,,,,1,,,,1,
806,use of self-clean feature of electric oven,3,17,,1,,,,,,,,
806,Small kitchen appliance in the home,,,,,,,,,,,,
806,TV/computer use,59,26,,,,,,,,,,
806,air travel - large plane,3169,47,,,,,,,,,,
806,air travel - small  plane (<50 seats),,,,,,,,,,,,
806,car trips- self only,450,53,,,,,1,,,,,
806,car trips - driver and self,36,33,,,,,1,,,,,
806,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
806,trips using public ground transportation,13,50,,,,,,,,,,
806,bags of garbage disposed,19,46,,,,,,,,,,
806,bags of recycling deposited (negative CF),,,,,,,,,,,,
806,bags of compost deposited (negative CF),,,,,,,,,,,,
806,hazardous or electric items disposed,,,,,,,,,,,,
806,large items disposed,2,17,,,,,,,,,,
807,Household heating => 70F,10,89,,,,,,1,,,,
807,Household heating < 70F,7,85,,1,,,,1,,,,
